序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
9307,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,739,SOP,order1,op1,PR009145,EPR009145,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9308,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,740,SOP,order1,op1,PR009146,EPR009146,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9309,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,741,SOP,order1,op1,PR009147,EPR009147,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9310,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,742,SOP,order1,op1,PR009148,EPR009148,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9311,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,743,SOP,order1,op1,PR009149,EPR009149,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9312,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,744,SOP,order1,op1,PR009150,EPR009150,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9313,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,745,SOP,order1,op1,PR009151,EPR009151,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9314,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,746,SOP,order1,op1,PR009152,EPR009152,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9315,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,747,SOP,order1,op1,PR009153,EPR009153,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9316,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,748,SOP,order1,op1,PR009154,EPR009154,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9317,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,749,SOP,order1,op1,PR009155,EPR009155,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9318,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,750,SOP,order1,op1,PR009156,EPR009156,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9319,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,751,SOP,order1,op1,PR009157,EPR009157,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9320,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,752,SOP,order1,op1,PR009158,EPR009158,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9321,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,753,SOP,order1,op1,PR009159,EPR009159,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9277,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-09-12,709,SOP,order1,op1,PR009115,EPR009115,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9278,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,710,SOP,order1,op1,PR009116,EPR009116,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
9279,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-12,711,SOP,order1,op1,PR009117,EPR009117,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
