序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
11292,Factory1,K5,WL0007,M0014,中配,天际灰,2022-09-14,600,SOP,order1,op1,PR011118,EPR011118,排序,天幕,CX12,黑灰内饰,厂商A+厂商B 93.3kWh+180/180kW
11293,Factory1,K5,WL0007,M0014,中配,天际灰,2022-09-14,601,SOP,order1,op1,PR011119,EPR011119,排序,天幕,CX12,棕色内饰,厂商A+厂商B 93.3kWh+180/180kW
11294,Factory1,K5,WL0007,M0014,中配,天际灰,2022-09-14,602,SOP,order1,op1,PR011120,EPR011120,排序,天幕,CX12,黑灰内饰,厂商A+厂商B 93.3kWh+180/180kW
11295,Factory1,K5,WL0007,M0014,中配,天际灰,2022-09-14,603,SOP,order1,op1,PR011121,EPR011121,排序,天幕,CX12,棕色内饰,厂商A+厂商B 93.3kWh+180/180kW
11296,Factory1,K5,WL0007,M0014,中配,天际灰,2022-09-14,604,SOP,order1,op1,PR011122,EPR011122,排序,天幕,CX12,白色内饰,厂商A+厂商B 93.3kWh+180/180kW
11297,Factory1,K5,WL0007,M0014,中配,天际灰,2022-09-14,605,SOP,order1,op1,PR011123,EPR011123,排序,天幕,CX12,棕色内饰,厂商A+厂商B 93.3kWh+180/180kW
11298,Factory1,K5,WL0007,M0014,中配,天际灰,2022-09-14,606,SOP,order1,op1,PR011124,EPR011124,排序,天幕,CX12,棕色内饰,厂商A+厂商B 93.3kWh+180/180kW
11299,Factory1,K5,WL0007,M0014,中配,天际灰,2022-09-14,607,SOP,order1,op1,PR011125,EPR011125,排序,天幕,CX12,白色内饰,厂商A+厂商B 93.3kWh+180/180kW
11300,Factory1,K5,WL0007,M0014,中配,天际灰,2022-09-14,608,SOP,order1,op1,PR011126,EPR011126,排序,天幕,CX12,棕色内饰,厂商A+厂商B 93.3kWh+180/180kW
11276,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,584,SOP,order1,op1,PR011102,EPR011102,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
11277,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,585,SOP,order1,op1,PR011103,EPR011103,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
11278,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,586,SOP,order1,op1,PR011104,EPR011104,排序,天幕,CX11,白色内饰,厂商A+厂商B 93.3kWh+180kW
11279,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,587,SOP,order1,op1,PR011105,EPR011105,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
11280,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,588,SOP,order1,op1,PR011106,EPR011106,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
11281,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,589,SOP,order1,op1,PR011107,EPR011107,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
11282,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,590,SOP,order1,op1,PR011108,EPR011108,排序,天幕,CX11,白色内饰,厂商A+厂商B 93.3kWh+180kW
11283,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,591,SOP,order1,op1,PR011109,EPR011109,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
11284,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,592,SOP,order1,op1,PR011110,EPR011110,排序,天幕,CX11,白色内饰,厂商A+厂商B 93.3kWh+180kW
11285,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,593,SOP,order1,op1,PR011111,EPR011111,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
11286,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,594,SOP,order1,op1,PR011112,EPR011112,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
11287,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,595,SOP,order1,op1,PR011113,EPR011113,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
11288,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,596,SOP,order1,op1,PR011114,EPR011114,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
11289,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,597,SOP,order1,op1,PR011115,EPR011115,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
11290,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,598,SOP,order1,op1,PR011116,EPR011116,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
11291,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-14,599,SOP,order1,op1,PR011117,EPR011117,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
11271,Factory1,K5,WL0007,M0013,低配,极速银,2022-09-14,579,SOP,order1,op1,PR011097,EPR011097,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
11272,Factory1,K5,WL0007,M0013,低配,极速银,2022-09-14,580,SOP,order1,op1,PR011098,EPR011098,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
11273,Factory1,K5,WL0007,M0013,低配,夜影黑,2022-09-14,581,SOP,order1,op1,PR011099,EPR011099,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
11274,Factory1,K5,WL0007,M0013,低配,夜影黑,2022-09-14,582,SOP,order1,op1,PR011100,EPR011100,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
11275,Factory1,K5,WL0007,M0013,低配,夜影黑,2022-09-14,583,SOP,order1,op1,PR011101,EPR011101,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
11454,Factory1,K6,WL0008,M0119,高配,夜影黑,2022-09-14,762,SOP,order1,op1,PR011274,EPR011274,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
11455,Factory1,K6,WL0008,M0119,高配,夜影黑,2022-09-14,763,SOP,order1,op1,PR011275,EPR011275,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
11726,Factory1,K6,WL0008,M0079,高配科技,夜影黑,2022-09-14,1034,SOP,order1,op1,PR011546,EPR011546,排序,天幕,CX27,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11456,Factory1,K6,WL0008,M0073,次高配科技,夜影黑,2022-09-14,764,SOP,order1,op1,PR011276,EPR011276,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11723,Factory1,K6,WL0008,M0073,次高配科技,夜影黑,2022-09-14,1031,SOP,order1,op1,PR011543,EPR011543,排序,天幕,CX28,浅灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11724,Factory1,K6,WL0008,M0073,次高配科技,夜影黑,2022-09-14,1032,SOP,order1,op1,PR011544,EPR011544,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11725,Factory1,K6,WL0008,M0073,次高配科技,夜影黑,2022-09-14,1033,SOP,order1,op1,PR011545,EPR011545,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11673,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,981,SOP,order1,op1,PR011493,EPR011493,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11674,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,982,SOP,order1,op1,PR011494,EPR011494,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11675,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,983,SOP,order1,op1,PR011495,EPR011495,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11676,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,984,SOP,order1,op1,PR011496,EPR011496,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11677,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,985,SOP,order1,op1,PR011497,EPR011497,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11678,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,986,SOP,order1,op1,PR011498,EPR011498,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11679,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,987,SOP,order1,op1,PR011499,EPR011499,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11680,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,988,SOP,order1,op1,PR011500,EPR011500,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11681,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,989,SOP,order1,op1,PR011501,EPR011501,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11682,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,990,SOP,order1,op1,PR011502,EPR011502,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11683,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,991,SOP,order1,op1,PR011503,EPR011503,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11684,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,992,SOP,order1,op1,PR011504,EPR011504,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11685,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,993,SOP,order1,op1,PR011505,EPR011505,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11686,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,994,SOP,order1,op1,PR011506,EPR011506,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11687,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,995,SOP,order1,op1,PR011507,EPR011507,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11688,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,996,SOP,order1,op1,PR011508,EPR011508,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11689,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,997,SOP,order1,op1,PR011509,EPR011509,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11690,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,998,SOP,order1,op1,PR011510,EPR011510,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11691,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,999,SOP,order1,op1,PR011511,EPR011511,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11692,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,1000,SOP,order1,op1,PR011512,EPR011512,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11693,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,1001,SOP,order1,op1,PR011513,EPR011513,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11696,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,1004,SOP,order1,op1,PR011516,EPR011516,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11697,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,1005,SOP,order1,op1,PR011517,EPR011517,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11698,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,1006,SOP,order1,op1,PR011518,EPR011518,排序,天幕,CX28,浅灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11699,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,1007,SOP,order1,op1,PR011519,EPR011519,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11700,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,1008,SOP,order1,op1,PR011520,EPR011520,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11701,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,1009,SOP,order1,op1,PR011521,EPR011521,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11350,Factory1,K6,WL0008,M0073,次高配科技,黑/极地白,2022-09-14,658,SOP,order1,op1,PR011170,EPR011170,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11577,Factory1,K6,WL0008,M0073,次高配科技,黑/极地白,2022-09-14,885,SOP,order1,op1,PR011397,EPR011397,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11578,Factory1,K6,WL0008,M0073,次高配科技,黑/极地白,2022-09-14,886,SOP,order1,op1,PR011398,EPR011398,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11579,Factory1,K6,WL0008,M0073,次高配科技,黑/极地白,2022-09-14,887,SOP,order1,op1,PR011399,EPR011399,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11646,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,954,SOP,order1,op1,PR011466,EPR011466,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11647,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,955,SOP,order1,op1,PR011467,EPR011467,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11648,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,956,SOP,order1,op1,PR011468,EPR011468,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11649,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,957,SOP,order1,op1,PR011469,EPR011469,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11650,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,958,SOP,order1,op1,PR011470,EPR011470,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11651,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,959,SOP,order1,op1,PR011471,EPR011471,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11652,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,960,SOP,order1,op1,PR011472,EPR011472,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11653,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,961,SOP,order1,op1,PR011473,EPR011473,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11654,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,962,SOP,order1,op1,PR011474,EPR011474,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11655,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,963,SOP,order1,op1,PR011475,EPR011475,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11656,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,964,SOP,order1,op1,PR011476,EPR011476,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11657,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,965,SOP,order1,op1,PR011477,EPR011477,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11658,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,966,SOP,order1,op1,PR011478,EPR011478,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11659,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,967,SOP,order1,op1,PR011479,EPR011479,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11660,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,968,SOP,order1,op1,PR011480,EPR011480,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11661,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,969,SOP,order1,op1,PR011481,EPR011481,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11662,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,970,SOP,order1,op1,PR011482,EPR011482,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11663,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,971,SOP,order1,op1,PR011483,EPR011483,排序,天幕,CX28,浅灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
11664,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-09-14,972,SOP,order1,op1,PR011484,EPR011484,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
