序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
4120,Factory1,K7,WL0044,M0055,出租车全国版,极地白,2022-09-05,887,SOP,order1,op1,PR004055,EPR004055,排序,无天窗,CX23,出租车主题,厂商A58(530)+厂商B（小） 58.81kWh+100kW
4121,Factory1,K7,WL0044,M0055,出租车全国版,极地白,2022-09-05,888,SOP,order1,op1,PR004056,EPR004056,排序,无天窗,CX23,出租车主题,厂商A58(530)+厂商B（小） 58.81kWh+100kW
4122,Factory1,K7,WL0044,M0055,出租车全国版,极地白,2022-09-05,889,SOP,order1,op1,PR004057,EPR004057,排序,无天窗,CX23,出租车主题,厂商A58(530)+厂商B（小） 58.81kWh+100kW
4123,Factory1,K7,WL0044,M0055,出租车全国版,极地白,2022-09-05,890,SOP,order1,op1,PR004058,EPR004058,排序,无天窗,CX23,出租车主题,厂商A58(530)+厂商B（小） 58.81kWh+100kW
4124,Factory1,K7,WL0044,M0055,出租车全国版,极地白,2022-09-05,891,SOP,order1,op1,PR004059,EPR004059,排序,无天窗,CX23,出租车主题,厂商A58(530)+厂商B（小） 58.81kWh+100kW
4125,Factory1,K7,WL0044,M0055,出租车全国版,极地白,2022-09-05,892,SOP,order1,op1,PR004060,EPR004060,排序,无天窗,CX23,出租车主题,厂商A58(530)+厂商B（小） 58.81kWh+100kW
4126,Factory1,K7,WL0044,M0055,出租车全国版,极地白,2022-09-05,893,SOP,order1,op1,PR004061,EPR004061,排序,无天窗,CX23,出租车主题,厂商A58(530)+厂商B（小） 58.81kWh+100kW
4127,Factory1,K7,WL0044,M0055,出租车全国版,极地白,2022-09-05,894,SOP,order1,op1,PR004062,EPR004062,排序,无天窗,CX23,出租车主题,厂商A58(530)+厂商B（小） 58.81kWh+100kW
4128,Factory1,K7,WL0044,M0055,出租车全国版,极地白,2022-09-05,895,SOP,order1,op1,PR004063,EPR004063,排序,无天窗,CX23,出租车主题,厂商A58(530)+厂商B（小） 58.81kWh+100kW
4129,Factory1,K7,WL0044,M0055,出租车全国版,极地白,2022-09-05,896,SOP,order1,op1,PR004064,EPR004064,排序,无天窗,CX23,出租车主题,厂商A58(530)+厂商B（小） 58.81kWh+100kW
4158,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-05,925,SOP,order1,op1,PR004093,EPR004093,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
4159,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-05,926,SOP,order1,op1,PR004094,EPR004094,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
4160,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-05,927,SOP,order1,op1,PR004095,EPR004095,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
4161,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-05,928,SOP,order1,op1,PR004096,EPR004096,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
4162,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-05,929,SOP,order1,op1,PR004097,EPR004097,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
