序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
17843,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,901,SOP,order1,op1,PR017239,EPR017239,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17844,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,902,SOP,order1,op1,PR017240,EPR017240,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17845,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,903,SOP,order1,op1,PR017241,EPR017241,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17846,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,904,SOP,order1,op1,PR017242,EPR017242,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17847,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,905,SOP,order1,op1,PR017243,EPR017243,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17848,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,906,SOP,order1,op1,PR017244,EPR017244,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17849,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,907,SOP,order1,op1,PR017245,EPR017245,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17850,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,908,SOP,order1,op1,PR017246,EPR017246,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17851,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,909,SOP,order1,op1,PR017247,EPR017247,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17852,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,910,SOP,order1,op1,PR017248,EPR017248,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17853,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,911,SOP,order1,op1,PR017249,EPR017249,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17854,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,912,SOP,order1,op1,PR017250,EPR017250,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17855,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,913,SOP,order1,op1,PR017251,EPR017251,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17856,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,914,SOP,order1,op1,PR017252,EPR017252,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17857,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,915,SOP,order1,op1,PR017253,EPR017253,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17858,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,916,SOP,order1,op1,PR017254,EPR017254,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17859,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,917,SOP,order1,op1,PR017255,EPR017255,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17860,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,918,SOP,order1,op1,PR017256,EPR017256,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17861,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,919,SOP,order1,op1,PR017257,EPR017257,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17862,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,920,SOP,order1,op1,PR017258,EPR017258,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17863,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,921,SOP,order1,op1,PR017259,EPR017259,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17864,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,922,SOP,order1,op1,PR017260,EPR017260,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17865,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,923,SOP,order1,op1,PR017261,EPR017261,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17866,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,924,SOP,order1,op1,PR017262,EPR017262,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17867,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,925,SOP,order1,op1,PR017263,EPR017263,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
17868,Factory1,K2,WL0037,M0048,次中配,烟雨青,2022-09-20,926,SOP,order1,op1,PR017264,EPR017264,排序,天幕,CX22,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
