序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
27886,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,220,SOP,order1,op1,PR027117,EPR027117,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27887,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,221,SOP,order1,op1,PR027118,EPR027118,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27888,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,222,SOP,order1,op1,PR027119,EPR027119,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27889,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,223,SOP,order1,op1,PR027120,EPR027120,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27890,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,224,SOP,order1,op1,PR027121,EPR027121,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27891,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,225,SOP,order1,op1,PR027122,EPR027122,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27892,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,226,SOP,order1,op1,PR027123,EPR027123,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27893,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,227,SOP,order1,op1,PR027124,EPR027124,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27894,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,228,SOP,order1,op1,PR027125,EPR027125,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27895,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,229,SOP,order1,op1,PR027126,EPR027126,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27896,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,230,SOP,order1,op1,PR027127,EPR027127,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27897,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,231,SOP,order1,op1,PR027128,EPR027128,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27898,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,232,SOP,order1,op1,PR027129,EPR027129,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27899,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,233,SOP,order1,op1,PR027130,EPR027130,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
27900,Factory1,K3,WL0082,M0097,低配-Lite,极地白-Y,2022-10-05,234,SOP,order1,op1,PR027131,EPR027131,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
