序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
29588,Factory1,K6,WL0008,M0079,高配科技,全息银,2022-10-06,902,SOP,order1,op1,PR028817,EPR028817,排序,全景EC天幕,CX27,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29589,Factory1,K6,WL0008,M0079,高配科技,全息银,2022-10-06,903,SOP,order1,op1,PR028818,EPR028818,排序,天幕,CX27,浅灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29590,Factory1,K6,WL0008,M0079,高配科技,全息银,2022-10-06,904,SOP,order1,op1,PR028819,EPR028819,排序,天幕,CX27,浅灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29591,Factory1,K6,WL0008,M0079,高配科技,全息银,2022-10-06,905,SOP,order1,op1,PR028820,EPR028820,排序,天幕,CX27,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29592,Factory1,K6,WL0008,M0079,高配科技,全息银,2022-10-06,906,SOP,order1,op1,PR028821,EPR028821,排序,天幕,CX27,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29593,Factory1,K6,WL0008,M0079,高配科技,全息银,2022-10-06,907,SOP,order1,op1,PR028822,EPR028822,排序,天幕,CX27,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29594,Factory1,K6,WL0008,M0079,高配科技,全息银,2022-10-06,908,SOP,order1,op1,PR028823,EPR028823,排序,天幕,CX27,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29595,Factory1,K6,WL0008,M0079,高配科技,全息银,2022-10-06,909,SOP,order1,op1,PR028824,EPR028824,排序,天幕,CX27,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29642,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-06,956,SOP,order1,op1,PR028871,EPR028871,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29643,Factory1,K6,WL0108,M0125,次高配科技,全息银,2022-10-06,957,SOP,order1,op1,PR028872,EPR028872,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29644,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-06,958,SOP,order1,op1,PR028873,EPR028873,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29645,Factory1,K6,WL0108,M0125,次高配科技,全息银,2022-10-06,959,SOP,order1,op1,PR028874,EPR028874,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29646,Factory1,K6,WL0108,M0125,次高配科技,全息银,2022-10-06,960,SOP,order1,op1,PR028875,EPR028875,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29647,Factory1,K6,WL0108,M0125,次高配科技,全息银,2022-10-06,961,SOP,order1,op1,PR028876,EPR028876,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29648,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-06,962,SOP,order1,op1,PR028877,EPR028877,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
29649,Factory1,K6,WL0108,M0125,次高配科技,全息银,2022-10-06,963,SOP,order1,op1,PR028878,EPR028878,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
