序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
3057,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,904,SOP,order1,op1,PR002992,EPR002992,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3058,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,905,SOP,order1,op1,PR002993,EPR002993,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3059,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,906,SOP,order1,op1,PR002994,EPR002994,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3060,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,907,SOP,order1,op1,PR002995,EPR002995,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3061,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,908,SOP,order1,op1,PR002996,EPR002996,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3062,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,909,SOP,order1,op1,PR002997,EPR002997,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3063,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,910,SOP,order1,op1,PR002998,EPR002998,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3064,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,911,SOP,order1,op1,PR002999,EPR002999,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3065,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,912,SOP,order1,op1,PR003000,EPR003000,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3066,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,913,SOP,order1,op1,PR003001,EPR003001,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3067,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,914,SOP,order1,op1,PR003002,EPR003002,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3068,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,915,SOP,order1,op1,PR003003,EPR003003,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3069,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,916,SOP,order1,op1,PR003004,EPR003004,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3070,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,917,SOP,order1,op1,PR003005,EPR003005,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3071,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,918,SOP,order1,op1,PR003006,EPR003006,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3072,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,919,SOP,order1,op1,PR003007,EPR003007,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3073,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,920,SOP,order1,op1,PR003008,EPR003008,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3074,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,921,SOP,order1,op1,PR003009,EPR003009,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3075,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,922,SOP,order1,op1,PR003010,EPR003010,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3076,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,923,SOP,order1,op1,PR003011,EPR003011,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3077,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,924,SOP,order1,op1,PR003012,EPR003012,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3078,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,925,SOP,order1,op1,PR003013,EPR003013,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3079,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,926,SOP,order1,op1,PR003014,EPR003014,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3080,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,927,SOP,order1,op1,PR003015,EPR003015,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3081,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,928,SOP,order1,op1,PR003016,EPR003016,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3082,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,929,SOP,order1,op1,PR003017,EPR003017,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3083,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,930,SOP,order1,op1,PR003018,EPR003018,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3084,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,931,SOP,order1,op1,PR003019,EPR003019,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3085,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,932,SOP,order1,op1,PR003020,EPR003020,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
3086,Factory1,K7,WL0030,M0041,低配,极地白,2022-09-04,933,SOP,order1,op1,PR003021,EPR003021,排序,整体式全景天窗,CX17,棕色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2395,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,212,SOP,order1,op1,PR002360,EPR002360,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2396,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,213,SOP,order1,op1,PR002361,EPR002361,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2397,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,214,SOP,order1,op1,PR002362,EPR002362,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2398,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,215,SOP,order1,op1,PR002363,EPR002363,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2399,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,216,SOP,order1,op1,PR002364,EPR002364,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2400,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,217,SOP,order1,op1,PR002365,EPR002365,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2401,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,218,SOP,order1,op1,PR002366,EPR002366,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2402,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,219,SOP,order1,op1,PR002367,EPR002367,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2403,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,220,SOP,order1,op1,PR002368,EPR002368,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2404,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,221,SOP,order1,op1,PR002369,EPR002369,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2405,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,222,SOP,order1,op1,PR002370,EPR002370,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2406,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,223,SOP,order1,op1,PR002371,EPR002371,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2407,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,224,SOP,order1,op1,PR002372,EPR002372,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2408,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,225,SOP,order1,op1,PR002373,EPR002373,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2409,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,226,SOP,order1,op1,PR002374,EPR002374,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2410,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,227,SOP,order1,op1,PR002375,EPR002375,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2411,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,228,SOP,order1,op1,PR002376,EPR002376,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2412,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,229,SOP,order1,op1,PR002377,EPR002377,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2413,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,230,SOP,order1,op1,PR002378,EPR002378,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2414,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,231,SOP,order1,op1,PR002379,EPR002379,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2415,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,232,SOP,order1,op1,PR002380,EPR002380,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2416,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,233,SOP,order1,op1,PR002381,EPR002381,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
2417,Factory1,K7,WL0024,M0034,低配,极地白,2022-09-04,234,SOP,order1,op1,PR002382,EPR002382,排序,整体式全景天窗,CX17,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
