序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
19278,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-09-22,444,SOP,order1,op1,PR018571,EPR018571,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19279,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,445,SOP,order1,op1,PR018572,EPR018572,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19280,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,446,SOP,order1,op1,PR018573,EPR018573,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19281,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,447,SOP,order1,op1,PR018574,EPR018574,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19282,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,448,SOP,order1,op1,PR018575,EPR018575,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19283,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,449,SOP,order1,op1,PR018576,EPR018576,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19284,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,450,SOP,order1,op1,PR018577,EPR018577,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19285,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,451,SOP,order1,op1,PR018578,EPR018578,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19286,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,452,SOP,order1,op1,PR018579,EPR018579,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19287,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,453,SOP,order1,op1,PR018580,EPR018580,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19288,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,454,SOP,order1,op1,PR018581,EPR018581,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19289,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,455,SOP,order1,op1,PR018582,EPR018582,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19290,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,456,SOP,order1,op1,PR018583,EPR018583,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19291,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,457,SOP,order1,op1,PR018584,EPR018584,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19292,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,458,SOP,order1,op1,PR018585,EPR018585,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19293,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,459,SOP,order1,op1,PR018586,EPR018586,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19294,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,460,SOP,order1,op1,PR018587,EPR018587,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19295,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,461,SOP,order1,op1,PR018588,EPR018588,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19296,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,462,SOP,order1,op1,PR018589,EPR018589,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19297,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,463,SOP,order1,op1,PR018590,EPR018590,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19298,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,464,SOP,order1,op1,PR018591,EPR018591,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19299,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,465,SOP,order1,op1,PR018592,EPR018592,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19300,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,466,SOP,order1,op1,PR018593,EPR018593,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19301,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,467,SOP,order1,op1,PR018594,EPR018594,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19302,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,468,SOP,order1,op1,PR018595,EPR018595,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19303,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,469,SOP,order1,op1,PR018596,EPR018596,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19304,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,470,SOP,order1,op1,PR018597,EPR018597,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19305,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,471,SOP,order1,op1,PR018598,EPR018598,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19306,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-22,472,SOP,order1,op1,PR018599,EPR018599,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19249,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-09-22,415,SOP,order1,op1,PR018542,EPR018542,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19250,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-09-22,416,SOP,order1,op1,PR018543,EPR018543,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19251,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-09-22,417,SOP,order1,op1,PR018544,EPR018544,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
