序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
20058,Factory1,K2,WL0174,M0195,顶配,烟雨青,2022-09-23,387,SOP,order1,op1,PR019351,EPR019351,排序,天幕,CX43,本草纲目,厂商A+厂商B 80kWh+165kW
20059,Factory1,K2,WL0174,M0195,顶配,烟雨青,2022-09-23,388,SOP,order1,op1,PR019352,EPR019352,排序,天幕,CX43,本草纲目,厂商A+厂商B 80kWh+165kW
20054,Factory1,K2,WL0172,M0193,中配-Lite,烟雨青,2022-09-23,383,SOP,order1,op1,PR019347,EPR019347,排序,天幕,CX41,本草纲目,厂商A+厂商B 80kWh+165kW
20055,Factory1,K2,WL0172,M0193,中配-Lite,烟雨青,2022-09-23,384,SOP,order1,op1,PR019348,EPR019348,排序,天幕,CX41,本草纲目,厂商A+厂商B 80kWh+165kW
20056,Factory1,K2,WL0173,M0194,次高配,烟雨青,2022-09-23,385,SOP,order1,op1,PR019349,EPR019349,排序,天幕,CX42,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
20057,Factory1,K2,WL0173,M0194,次高配,烟雨青,2022-09-23,386,SOP,order1,op1,PR019350,EPR019350,排序,天幕,CX42,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
20060,Factory1,K2,WL0175,M0196,标配七座版,烟雨青,2022-09-23,389,SOP,order1,op1,PR019353,EPR019353,排序,整体式全景天窗,CX39,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
20061,Factory1,K2,WL0175,M0196,标配七座版,烟雨青,2022-09-23,390,SOP,order1,op1,PR019354,EPR019354,排序,整体式全景天窗,CX39,本草纲目,厂商C+厂商B 69.9kWh+165kW（新）
19886,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-23,215,SOP,order1,op1,PR019179,EPR019179,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19887,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-23,216,SOP,order1,op1,PR019180,EPR019180,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19888,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-23,217,SOP,order1,op1,PR019181,EPR019181,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19889,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-23,218,SOP,order1,op1,PR019182,EPR019182,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19890,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-23,219,SOP,order1,op1,PR019183,EPR019183,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19891,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-23,220,SOP,order1,op1,PR019184,EPR019184,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
19892,Factory1,K4,WL0023,M0033,低配-Lite,极速银,2022-09-23,221,SOP,order1,op1,PR019185,EPR019185,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
