序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
45249,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-26,1,SOP,order1,op1,PR044419,EPR044419,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
45250,Factory1,K4,WL0142,M0163,低配-Lite,极速银,2022-10-26,2,SOP,order1,op1,PR044420,EPR044420,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
45251,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-26,3,SOP,order1,op1,PR044421,EPR044421,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
45252,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-26,4,SOP,order1,op1,PR044422,EPR044422,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
45253,Factory1,K4,WL0142,M0163,低配-Lite,极速银,2022-10-26,5,SOP,order1,op1,PR044423,EPR044423,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
45254,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-26,6,SOP,order1,op1,PR044424,EPR044424,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
45255,Factory1,K4,WL0142,M0163,低配-Lite,极速银,2022-10-26,7,SOP,order1,op1,PR044425,EPR044425,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
45256,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-26,8,SOP,order1,op1,PR044426,EPR044426,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
45257,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-26,9,SOP,order1,op1,PR044427,EPR044427,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
45258,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-26,10,SOP,order1,op1,PR044428,EPR044428,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
