序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
32455,Factory1,K8,WL0278,M0304,高配,自由灰-Y,2022-10-12,1,SOP,order1,op1,PR031682,EPR031682,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32456,Factory1,K8,WL0278,M0304,高配,自由灰-Y,2022-10-12,2,SOP,order1,op1,PR031683,EPR031683,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32457,Factory1,K8,WL0278,M0304,高配,自由灰-Y,2022-10-12,3,SOP,order1,op1,PR031684,EPR031684,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32458,Factory1,K8,WL0278,M0304,高配,自由灰-Y,2022-10-12,4,SOP,order1,op1,PR031685,EPR031685,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32459,Factory1,K8,WL0278,M0304,高配,自由灰-Y,2022-10-12,5,SOP,order1,op1,PR031686,EPR031686,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32460,Factory1,K8,WL0278,M0304,高配,自由灰-Y,2022-10-12,6,SOP,order1,op1,PR031687,EPR031687,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32461,Factory1,K8,WL0278,M0304,高配,自由灰-Y,2022-10-12,7,SOP,order1,op1,PR031688,EPR031688,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32462,Factory1,K8,WL0278,M0304,高配,自由灰-Y,2022-10-12,8,SOP,order1,op1,PR031689,EPR031689,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32463,Factory1,K8,WL0278,M0304,高配,自由灰-Y,2022-10-12,9,SOP,order1,op1,PR031690,EPR031690,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32464,Factory1,K8,WL0278,M0304,高配,自由灰-Y,2022-10-12,10,SOP,order1,op1,PR031691,EPR031691,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32465,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,11,SOP,order1,op1,PR031692,EPR031692,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32466,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,12,SOP,order1,op1,PR031693,EPR031693,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32467,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,13,SOP,order1,op1,PR031694,EPR031694,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32468,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,14,SOP,order1,op1,PR031695,EPR031695,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32469,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,15,SOP,order1,op1,PR031696,EPR031696,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32470,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,16,SOP,order1,op1,PR031697,EPR031697,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32471,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,17,SOP,order1,op1,PR031698,EPR031698,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32472,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,18,SOP,order1,op1,PR031699,EPR031699,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32473,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,19,SOP,order1,op1,PR031700,EPR031700,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32474,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,20,SOP,order1,op1,PR031701,EPR031701,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32475,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,21,SOP,order1,op1,PR031702,EPR031702,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32476,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,22,SOP,order1,op1,PR031703,EPR031703,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
32477,Factory1,K8,WL0279,M0305,高配,极地白-Y,2022-10-12,23,SOP,order1,op1,PR031704,EPR031704,排序,天幕,CX48,银河派对,厂商D LFP 174Ah（500）+厂商E61.7kWh＋150kW
