序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
1130,Factory1,K3,WL0003,M0003,次高配,极地白-Y,2022-09-03,1,SOP,order1,op1,PR001099,EPR001099,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1131,Factory1,K3,WL0003,M0003,次高配,极地白-Y,2022-09-03,2,SOP,order1,op1,PR001100,EPR001100,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1132,Factory1,K3,WL0003,M0003,次高配,极地白-Y,2022-09-03,3,SOP,order1,op1,PR001101,EPR001101,排序,天幕,CX03,小逸奶茶,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1133,Factory1,K3,WL0003,M0003,次高配,极地白-Y,2022-09-03,4,SOP,order1,op1,PR001102,EPR001102,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1134,Factory1,K3,WL0003,M0003,次高配,极地白-Y,2022-09-03,5,SOP,order1,op1,PR001103,EPR001103,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1135,Factory1,K3,WL0003,M0003,次高配,极地白,2022-09-03,6,SOP,order1,op1,PR001104,EPR001104,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1136,Factory1,K3,WL0003,M0003,次高配,极地白,2022-09-03,7,SOP,order1,op1,PR001105,EPR001105,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1137,Factory1,K3,WL0003,M0003,次高配,极地白,2022-09-03,8,SOP,order1,op1,PR001106,EPR001106,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1138,Factory1,K3,WL0003,M0003,次高配,量子红,2022-09-03,9,SOP,order1,op1,PR001107,EPR001107,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1139,Factory1,K3,WL0003,M0003,次高配,量子红,2022-09-03,10,SOP,order1,op1,PR001108,EPR001108,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1140,Factory1,K3,WL0003,M0003,次高配,量子红,2022-09-03,11,SOP,order1,op1,PR001109,EPR001109,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1141,Factory1,K3,WL0003,M0003,次高配,星漫绿-Y,2022-09-03,12,SOP,order1,op1,PR001110,EPR001110,排序,天幕,CX03,紫色主题,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1142,Factory1,K3,WL0003,M0003,次高配,星漫绿-Y,2022-09-03,13,SOP,order1,op1,PR001111,EPR001111,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1143,Factory1,K3,WL0003,M0003,次高配,星漫绿,2022-09-03,14,SOP,order1,op1,PR001112,EPR001112,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1144,Factory1,K3,WL0003,M0003,次高配,星漫绿,2022-09-03,15,SOP,order1,op1,PR001113,EPR001113,排序,天幕,CX03,紫色主题,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1145,Factory1,K3,WL0003,M0003,次高配,星漫绿,2022-09-03,16,SOP,order1,op1,PR001114,EPR001114,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
1146,Factory1,K3,WL0003,M0003,次高配,星漫绿,2022-09-03,17,SOP,order1,op1,PR001115,EPR001115,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
