序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
21021,Factory1,K6,WL0008,M0015,中配,冰玫粉,2022-09-25,1,SOP,order1,op1,PR020304,EPR020304,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21022,Factory1,K6,WL0008,M0015,中配,冰玫粉,2022-09-25,2,SOP,order1,op1,PR020305,EPR020305,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21023,Factory1,K6,WL0008,M0015,中配,冰玫粉,2022-09-25,3,SOP,order1,op1,PR020306,EPR020306,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21024,Factory1,K6,WL0008,M0015,中配,冰玫粉,2022-09-25,4,SOP,order1,op1,PR020307,EPR020307,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21025,Factory1,K6,WL0008,M0015,中配,冰玫粉,2022-09-25,5,SOP,order1,op1,PR020308,EPR020308,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21026,Factory1,K6,WL0008,M0119,高配,冰玫粉,2022-09-25,6,SOP,order1,op1,PR020309,EPR020309,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21027,Factory1,K6,WL0008,M0119,高配,冰玫粉,2022-09-25,7,SOP,order1,op1,PR020310,EPR020310,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21028,Factory1,K6,WL0008,M0119,高配,冰玫粉,2022-09-25,8,SOP,order1,op1,PR020311,EPR020311,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21029,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,9,SOP,order1,op1,PR020312,EPR020312,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21030,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,10,SOP,order1,op1,PR020313,EPR020313,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21031,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,11,SOP,order1,op1,PR020314,EPR020314,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21032,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,12,SOP,order1,op1,PR020315,EPR020315,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21033,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,13,SOP,order1,op1,PR020316,EPR020316,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21034,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,14,SOP,order1,op1,PR020317,EPR020317,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21035,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,15,SOP,order1,op1,PR020318,EPR020318,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21036,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,16,SOP,order1,op1,PR020319,EPR020319,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21037,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,17,SOP,order1,op1,PR020320,EPR020320,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21038,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,18,SOP,order1,op1,PR020321,EPR020321,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21039,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,19,SOP,order1,op1,PR020322,EPR020322,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21040,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,20,SOP,order1,op1,PR020323,EPR020323,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21041,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,21,SOP,order1,op1,PR020324,EPR020324,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21042,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,22,SOP,order1,op1,PR020325,EPR020325,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21043,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,23,SOP,order1,op1,PR020326,EPR020326,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21044,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,24,SOP,order1,op1,PR020327,EPR020327,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21045,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,25,SOP,order1,op1,PR020328,EPR020328,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21046,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,26,SOP,order1,op1,PR020329,EPR020329,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21047,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,27,SOP,order1,op1,PR020330,EPR020330,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21048,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,28,SOP,order1,op1,PR020331,EPR020331,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21049,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,29,SOP,order1,op1,PR020332,EPR020332,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21050,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,30,SOP,order1,op1,PR020333,EPR020333,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21051,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,31,SOP,order1,op1,PR020334,EPR020334,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21052,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-25,32,SOP,order1,op1,PR020335,EPR020335,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21053,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-25,33,SOP,order1,op1,PR020336,EPR020336,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21054,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-25,34,SOP,order1,op1,PR020337,EPR020337,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21055,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-25,35,SOP,order1,op1,PR020338,EPR020338,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21056,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-25,36,SOP,order1,op1,PR020339,EPR020339,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21057,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-25,37,SOP,order1,op1,PR020340,EPR020340,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21058,Factory1,K6,WL0008,M0015,中配,黑/极地白,2022-09-25,38,SOP,order1,op1,PR020341,EPR020341,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21059,Factory1,K6,WL0008,M0015,中配,夜影黑,2022-09-25,39,SOP,order1,op1,PR020342,EPR020342,排序,天幕,CX13,浅灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
21060,Factory1,K6,WL0008,M0079,高配科技,全息银,2022-09-25,40,SOP,order1,op1,PR020343,EPR020343,排序,天幕,CX27,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
21061,Factory1,K6,WL0008,M0079,高配科技,全息银,2022-09-25,41,SOP,order1,op1,PR020344,EPR020344,排序,天幕,CX27,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
21062,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,42,SOP,order1,op1,PR020345,EPR020345,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21063,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,43,SOP,order1,op1,PR020346,EPR020346,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21064,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,44,SOP,order1,op1,PR020347,EPR020347,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21065,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,45,SOP,order1,op1,PR020348,EPR020348,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21066,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,46,SOP,order1,op1,PR020349,EPR020349,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21067,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,47,SOP,order1,op1,PR020350,EPR020350,排序,天幕,CX36,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21068,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,48,SOP,order1,op1,PR020351,EPR020351,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21069,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,49,SOP,order1,op1,PR020352,EPR020352,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21070,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,50,SOP,order1,op1,PR020353,EPR020353,排序,天幕,CX36,浅灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21071,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,51,SOP,order1,op1,PR020354,EPR020354,排序,天幕,CX36,浅灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21072,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,52,SOP,order1,op1,PR020355,EPR020355,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21073,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,53,SOP,order1,op1,PR020356,EPR020356,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21074,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,54,SOP,order1,op1,PR020357,EPR020357,排序,天幕,CX36,浅灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21075,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,55,SOP,order1,op1,PR020358,EPR020358,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21076,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,56,SOP,order1,op1,PR020359,EPR020359,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21077,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,57,SOP,order1,op1,PR020360,EPR020360,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21078,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,58,SOP,order1,op1,PR020361,EPR020361,排序,天幕,CX36,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21079,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,59,SOP,order1,op1,PR020362,EPR020362,排序,天幕,CX36,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
21080,Factory1,K6,WL0008,M0119,高配,全息银,2022-09-25,60,SOP,order1,op1,PR020363,EPR020363,排序,天幕,CX36,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
