序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
44199,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-25,1,SOP,order1,op1,PR043369,EPR043369,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
44200,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-25,2,SOP,order1,op1,PR043370,EPR043370,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
44201,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-25,3,SOP,order1,op1,PR043371,EPR043371,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
44202,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-25,4,SOP,order1,op1,PR043372,EPR043372,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
44203,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-25,5,SOP,order1,op1,PR043373,EPR043373,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
44204,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-25,6,SOP,order1,op1,PR043374,EPR043374,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
44205,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-25,7,SOP,order1,op1,PR043375,EPR043375,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
44206,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-25,8,SOP,order1,op1,PR043376,EPR043376,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
44207,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-25,9,SOP,order1,op1,PR043377,EPR043377,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
44208,Factory1,K6,WL0008,M0073,次高配科技,全息银,2022-10-25,10,SOP,order1,op1,PR043378,EPR043378,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
