序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
43149,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,1,SOP,order1,op1,PR042321,EPR042321,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43150,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,2,SOP,order1,op1,PR042322,EPR042322,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43151,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,3,SOP,order1,op1,PR042323,EPR042323,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43152,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,4,SOP,order1,op1,PR042324,EPR042324,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43153,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,5,SOP,order1,op1,PR042325,EPR042325,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43154,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,6,SOP,order1,op1,PR042326,EPR042326,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43155,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,7,SOP,order1,op1,PR042327,EPR042327,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43156,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,8,SOP,order1,op1,PR042328,EPR042328,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43157,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,9,SOP,order1,op1,PR042329,EPR042329,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43158,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,10,SOP,order1,op1,PR042330,EPR042330,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43159,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,11,SOP,order1,op1,PR042331,EPR042331,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43160,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,12,SOP,order1,op1,PR042332,EPR042332,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43161,Factory1,K8,WL0284,M0310,次高配,极速银-Y,2022-10-24,13,SOP,order1,op1,PR042333,EPR042333,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43162,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,14,SOP,order1,op1,PR042334,EPR042334,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43163,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,15,SOP,order1,op1,PR042335,EPR042335,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43164,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,16,SOP,order1,op1,PR042336,EPR042336,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43165,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,17,SOP,order1,op1,PR042337,EPR042337,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43166,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,18,SOP,order1,op1,PR042338,EPR042338,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43167,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,19,SOP,order1,op1,PR042339,EPR042339,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43168,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,20,SOP,order1,op1,PR042340,EPR042340,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43169,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,21,SOP,order1,op1,PR042341,EPR042341,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43170,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,22,SOP,order1,op1,PR042342,EPR042342,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43171,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,23,SOP,order1,op1,PR042343,EPR042343,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43172,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,24,SOP,order1,op1,PR042344,EPR042344,排序,天幕,CX44,清新马卡蓝,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43173,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,25,SOP,order1,op1,PR042345,EPR042345,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43174,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,26,SOP,order1,op1,PR042346,EPR042346,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43175,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,27,SOP,order1,op1,PR042347,EPR042347,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43176,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,28,SOP,order1,op1,PR042348,EPR042348,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43177,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,29,SOP,order1,op1,PR042349,EPR042349,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43178,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,30,SOP,order1,op1,PR042350,EPR042350,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43179,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,31,SOP,order1,op1,PR042351,EPR042351,排序,天幕,CX44,绿野新居,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
43180,Factory1,K8,WL0284,M0310,次高配,松花黄,2022-10-24,32,SOP,order1,op1,PR042352,EPR042352,排序,天幕,CX44,银河派对,厂商D LFP 174Ah（500）+厂商B61.7kWh+150kW
