序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
47349,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,1,SOP,order1,op1,PR046519,EPR046519,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47350,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,2,SOP,order1,op1,PR046520,EPR046520,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47351,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,3,SOP,order1,op1,PR046521,EPR046521,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47352,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,4,SOP,order1,op1,PR046522,EPR046522,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47353,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,5,SOP,order1,op1,PR046523,EPR046523,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47354,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,6,SOP,order1,op1,PR046524,EPR046524,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47355,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,7,SOP,order1,op1,PR046525,EPR046525,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47356,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,8,SOP,order1,op1,PR046526,EPR046526,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47357,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,9,SOP,order1,op1,PR046527,EPR046527,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47358,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,10,SOP,order1,op1,PR046528,EPR046528,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47359,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,11,SOP,order1,op1,PR046529,EPR046529,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47360,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,12,SOP,order1,op1,PR046530,EPR046530,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47361,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,13,SOP,order1,op1,PR046531,EPR046531,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47362,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,14,SOP,order1,op1,PR046532,EPR046532,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47363,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,15,SOP,order1,op1,PR046533,EPR046533,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47364,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,16,SOP,order1,op1,PR046534,EPR046534,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47365,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,17,SOP,order1,op1,PR046535,EPR046535,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47366,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,18,SOP,order1,op1,PR046536,EPR046536,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47367,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,19,SOP,order1,op1,PR046537,EPR046537,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47368,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,20,SOP,order1,op1,PR046538,EPR046538,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47369,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,21,SOP,order1,op1,PR046539,EPR046539,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47370,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,22,SOP,order1,op1,PR046540,EPR046540,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47371,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,23,SOP,order1,op1,PR046541,EPR046541,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47372,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,24,SOP,order1,op1,PR046542,EPR046542,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47373,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,25,SOP,order1,op1,PR046543,EPR046543,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47374,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,26,SOP,order1,op1,PR046544,EPR046544,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47375,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,27,SOP,order1,op1,PR046545,EPR046545,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47376,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,28,SOP,order1,op1,PR046546,EPR046546,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47377,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-28,29,SOP,order1,op1,PR046547,EPR046547,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
