序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
13853,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,1,SOP,order1,op1,PR013672,EPR013672,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13854,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,2,SOP,order1,op1,PR013673,EPR013673,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13855,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,3,SOP,order1,op1,PR013674,EPR013674,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13856,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,4,SOP,order1,op1,PR013675,EPR013675,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13857,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,5,SOP,order1,op1,PR013676,EPR013676,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13858,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,6,SOP,order1,op1,PR013677,EPR013677,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13859,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,7,SOP,order1,op1,PR013678,EPR013678,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13860,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,8,SOP,order1,op1,PR013679,EPR013679,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13861,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,9,SOP,order1,op1,PR013680,EPR013680,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13862,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,10,SOP,order1,op1,PR013681,EPR013681,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13863,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,11,SOP,order1,op1,PR013682,EPR013682,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13864,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,12,SOP,order1,op1,PR013683,EPR013683,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13865,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,13,SOP,order1,op1,PR013684,EPR013684,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13866,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,14,SOP,order1,op1,PR013685,EPR013685,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
13867,Factory1,K7,WL0071,M0085,网约车北方版,极地白,2022-09-17,15,SOP,order1,op1,PR013686,EPR013686,排序,无天窗,CX29,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
