序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
22615,Factory1,K6,WL0193,M0214,中配,全息银,2022-09-27,1,SOP,order1,op1,PR021865,EPR021865,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22616,Factory1,K6,WL0193,M0214,中配,全息银,2022-09-27,2,SOP,order1,op1,PR021866,EPR021866,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22617,Factory1,K6,WL0193,M0214,中配,全息银,2022-09-27,3,SOP,order1,op1,PR021867,EPR021867,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22618,Factory1,K6,WL0193,M0214,中配,全息银,2022-09-27,4,SOP,order1,op1,PR021868,EPR021868,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22619,Factory1,K6,WL0193,M0214,中配,全息银,2022-09-27,5,SOP,order1,op1,PR021869,EPR021869,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22620,Factory1,K6,WL0193,M0214,中配,全息银,2022-09-27,6,SOP,order1,op1,PR021870,EPR021870,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22621,Factory1,K6,WL0194,M0215,中配,全息银,2022-09-27,7,SOP,order1,op1,PR021871,EPR021871,排序,天幕,CX19,灰橙主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22622,Factory1,K6,WL0193,M0214,中配,全息银,2022-09-27,8,SOP,order1,op1,PR021872,EPR021872,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22623,Factory1,K6,WL0193,M0214,中配,全息银,2022-09-27,9,SOP,order1,op1,PR021873,EPR021873,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22624,Factory1,K6,WL0194,M0215,中配,全息银,2022-09-27,10,SOP,order1,op1,PR021874,EPR021874,排序,天幕,CX19,灰橙主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22625,Factory1,K6,WL0193,M0214,中配,全息银,2022-09-27,11,SOP,order1,op1,PR021875,EPR021875,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22626,Factory1,K6,WL0194,M0215,中配,全息银,2022-09-27,12,SOP,order1,op1,PR021876,EPR021876,排序,天幕,CX19,灰橙主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22627,Factory1,K6,WL0193,M0214,中配,全息银,2022-09-27,13,SOP,order1,op1,PR021877,EPR021877,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22628,Factory1,K6,WL0194,M0215,中配,全息银,2022-09-27,14,SOP,order1,op1,PR021878,EPR021878,排序,天幕,CX19,灰橙主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22629,Factory1,K6,WL0194,M0215,中配,全息银,2022-09-27,15,SOP,order1,op1,PR021879,EPR021879,排序,天幕,CX19,灰橙主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22630,Factory1,K6,WL0194,M0215,中配,全息银,2022-09-27,16,SOP,order1,op1,PR021880,EPR021880,排序,天幕,CX19,灰橙主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22631,Factory1,K6,WL0194,M0215,中配,全息银,2022-09-27,17,SOP,order1,op1,PR021881,EPR021881,排序,天幕,CX19,灰橙主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22632,Factory1,K6,WL0194,M0215,中配,全息银,2022-09-27,18,SOP,order1,op1,PR021882,EPR021882,排序,天幕,CX19,灰橙主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22633,Factory1,K6,WL0194,M0215,中配,全息银,2022-09-27,19,SOP,order1,op1,PR021883,EPR021883,排序,天幕,CX19,灰橙主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22634,Factory1,K6,WL0194,M0215,中配,全息银,2022-09-27,20,SOP,order1,op1,PR021884,EPR021884,排序,天幕,CX19,灰橙主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22635,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-27,21,SOP,order1,op1,PR021885,EPR021885,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
22636,Factory1,K6,WL0008,M0015,中配,全息银,2022-09-27,22,SOP,order1,op1,PR021886,EPR021886,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
22637,Factory1,K6,WL0195,M0216,中配,极地白,2022-09-27,23,SOP,order1,op1,PR021887,EPR021887,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22638,Factory1,K6,WL0195,M0216,中配,极地白,2022-09-27,24,SOP,order1,op1,PR021888,EPR021888,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22639,Factory1,K6,WL0195,M0216,中配,极地白,2022-09-27,25,SOP,order1,op1,PR021889,EPR021889,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22640,Factory1,K6,WL0195,M0216,中配,极地白,2022-09-27,26,SOP,order1,op1,PR021890,EPR021890,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22641,Factory1,K6,WL0195,M0216,中配,极地白,2022-09-27,27,SOP,order1,op1,PR021891,EPR021891,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22642,Factory1,K6,WL0195,M0216,中配,极地白,2022-09-27,28,SOP,order1,op1,PR021892,EPR021892,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22643,Factory1,K6,WL0195,M0216,中配,极地白,2022-09-27,29,SOP,order1,op1,PR021893,EPR021893,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22644,Factory1,K6,WL0195,M0216,中配,极地白,2022-09-27,30,SOP,order1,op1,PR021894,EPR021894,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22645,Factory1,K6,WL0195,M0216,中配,极地白,2022-09-27,31,SOP,order1,op1,PR021895,EPR021895,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22646,Factory1,K6,WL0195,M0216,中配,极地白,2022-09-27,32,SOP,order1,op1,PR021896,EPR021896,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22647,Factory1,K6,WL0196,M0217,中配,极速银,2022-09-27,33,SOP,order1,op1,PR021897,EPR021897,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22648,Factory1,K6,WL0196,M0217,中配,极速银,2022-09-27,34,SOP,order1,op1,PR021898,EPR021898,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22649,Factory1,K6,WL0196,M0217,中配,极速银,2022-09-27,35,SOP,order1,op1,PR021899,EPR021899,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22650,Factory1,K6,WL0196,M0217,中配,极速银,2022-09-27,36,SOP,order1,op1,PR021900,EPR021900,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22651,Factory1,K6,WL0196,M0217,中配,极速银,2022-09-27,37,SOP,order1,op1,PR021901,EPR021901,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
22652,Factory1,K6,WL0196,M0217,中配,极速银,2022-09-27,38,SOP,order1,op1,PR021902,EPR021902,排序,天幕,CX19,黑灰主题,厂商C 58.5Ah(510)+厂商B（小）58.931kWh+150kW
