序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
10027,Factory1,K7,WL0073,M0087,低配,极速银,2022-09-13,400,SOP,order1,op1,PR009865,EPR009865,排序,整体式全景天窗,CX30,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
10028,Factory1,K7,WL0073,M0087,低配,极速银,2022-09-13,401,SOP,order1,op1,PR009866,EPR009866,排序,整体式全景天窗,CX30,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
10029,Factory1,K7,WL0073,M0087,低配,极速银,2022-09-13,402,SOP,order1,op1,PR009867,EPR009867,排序,整体式全景天窗,CX30,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
10030,Factory1,K7,WL0073,M0087,低配,极速银,2022-09-13,403,SOP,order1,op1,PR009868,EPR009868,排序,整体式全景天窗,CX30,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
10031,Factory1,K7,WL0073,M0087,低配,极速银,2022-09-13,404,SOP,order1,op1,PR009869,EPR009869,排序,整体式全景天窗,CX30,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
10032,Factory1,K7,WL0073,M0087,低配,极速银,2022-09-13,405,SOP,order1,op1,PR009870,EPR009870,排序,整体式全景天窗,CX30,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
10033,Factory1,K7,WL0073,M0087,低配,极速银,2022-09-13,406,SOP,order1,op1,PR009871,EPR009871,排序,整体式全景天窗,CX30,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
10034,Factory1,K7,WL0073,M0087,低配,极速银,2022-09-13,407,SOP,order1,op1,PR009872,EPR009872,排序,整体式全景天窗,CX30,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
10035,Factory1,K7,WL0073,M0087,低配,极速银,2022-09-13,408,SOP,order1,op1,PR009873,EPR009873,排序,整体式全景天窗,CX30,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
10036,Factory1,K7,WL0073,M0087,低配,极速银,2022-09-13,409,SOP,order1,op1,PR009874,EPR009874,排序,整体式全景天窗,CX30,深色主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
