序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
41735,Factory1,K2,WL0240,M0262,次高配,极地白,2022-10-21,686,SOP,order1,op1,PR040907,EPR040907,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41736,Factory1,K2,WL0240,M0262,次高配,极地白,2022-10-21,687,SOP,order1,op1,PR040908,EPR040908,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41737,Factory1,K2,WL0240,M0262,次高配,极地白,2022-10-21,688,SOP,order1,op1,PR040909,EPR040909,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41738,Factory1,K2,WL0240,M0262,次高配,极地白,2022-10-21,689,SOP,order1,op1,PR040910,EPR040910,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41739,Factory1,K2,WL0240,M0262,次高配,极地白,2022-10-21,690,SOP,order1,op1,PR040911,EPR040911,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41740,Factory1,K2,WL0240,M0262,次高配,极地白,2022-10-21,691,SOP,order1,op1,PR040912,EPR040912,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41741,Factory1,K2,WL0240,M0262,次高配,极地白,2022-10-21,692,SOP,order1,op1,PR040913,EPR040913,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41742,Factory1,K2,WL0240,M0262,次高配,极地白,2022-10-21,693,SOP,order1,op1,PR040914,EPR040914,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41743,Factory1,K2,WL0240,M0262,次高配,极地白,2022-10-21,694,SOP,order1,op1,PR040915,EPR040915,排序,整体式全景天窗,CX46,新元气空间,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41745,Factory1,K2,WL0240,M0262,次高配,星漫绿,2022-10-21,696,SOP,order1,op1,PR040917,EPR040917,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41746,Factory1,K2,WL0240,M0262,次高配,星漫绿,2022-10-21,697,SOP,order1,op1,PR040918,EPR040918,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41747,Factory1,K2,WL0240,M0262,次高配,星漫绿,2022-10-21,698,SOP,order1,op1,PR040919,EPR040919,排序,整体式全景天窗,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41748,Factory1,K2,WL0240,M0262,次高配,星漫绿,2022-10-21,699,SOP,order1,op1,PR040920,EPR040920,排序,整体式全景天窗,CX46,新元气空间,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41749,Factory1,K2,WL0240,M0262,次高配,星漫绿,2022-10-21,700,SOP,order1,op1,PR040921,EPR040921,排序,整体式全景天窗,CX46,新元气空间,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41750,Factory1,K2,WL0240,M0265,次中配,星漫绿,2022-10-21,701,SOP,order1,op1,PR040922,EPR040922,排序,整体式全景天窗,CX02,本草纲目,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41751,Factory1,K2,WL0240,M0265,次中配,星漫绿,2022-10-21,702,SOP,order1,op1,PR040923,EPR040923,排序,整体式全景天窗,CX02,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41734,Factory1,K2,WL0240,M0265,次中配,星漫绿,2022-10-21,685,SOP,order1,op1,PR040906,EPR040906,排序,天幕,CX02,新元气空间,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41730,Factory1,K2,WL0240,M0262,次高配,星漫绿,2022-10-21,681,SOP,order1,op1,PR040902,EPR040902,排序,天幕,CX46,新橙灰蜃影,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41731,Factory1,K2,WL0240,M0262,次高配,星漫绿,2022-10-21,682,SOP,order1,op1,PR040903,EPR040903,排序,天幕,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41733,Factory1,K2,WL0240,M0262,次高配,星漫绿,2022-10-21,684,SOP,order1,op1,PR040905,EPR040905,排序,天幕,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41732,Factory1,K2,WL0240,M0266,次高配科技,星漫绿,2022-10-21,683,SOP,order1,op1,PR040904,EPR040904,排序,天幕,CX33,新元气空间,厂商A+厂商B 80kWh+165kW
41729,Factory1,K2,WL0240,M0266,次高配科技,黑/星漫绿,2022-10-21,680,SOP,order1,op1,PR040901,EPR040901,排序,天幕,CX33,新角逐之夜,厂商A+厂商B 80kWh+165kW
41335,Factory1,K2,WL0311,M0339,次中配,全息银,2022-10-21,286,SOP,order1,op1,PR040507,EPR040507,排序,天幕,CX02,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
41336,Factory1,K2,WL0311,M0339,次中配,全息银,2022-10-21,287,SOP,order1,op1,PR040508,EPR040508,排序,天幕,CX02,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
