序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
31109,Factory1,K3,WL0263,M0289,低配-Lite,极地白-Y,2022-10-10,695,SOP,order1,op1,PR030338,EPR030338,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
31110,Factory1,K3,WL0263,M0289,低配-Lite,极地白-Y,2022-10-10,696,SOP,order1,op1,PR030339,EPR030339,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
31111,Factory1,K3,WL0263,M0289,低配-Lite,极地白-Y,2022-10-10,697,SOP,order1,op1,PR030340,EPR030340,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
31112,Factory1,K3,WL0263,M0289,低配-Lite,极地白-Y,2022-10-10,698,SOP,order1,op1,PR030341,EPR030341,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
31113,Factory1,K3,WL0263,M0289,低配-Lite,极地白-Y,2022-10-10,699,SOP,order1,op1,PR030342,EPR030342,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
31114,Factory1,K3,WL0263,M0289,低配-Lite,极地白-Y,2022-10-10,700,SOP,order1,op1,PR030343,EPR030343,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
31115,Factory1,K3,WL0263,M0289,低配-Lite,极地白-Y,2022-10-10,701,SOP,order1,op1,PR030344,EPR030344,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
31116,Factory1,K3,WL0263,M0289,低配-Lite,极地白-Y,2022-10-10,702,SOP,order1,op1,PR030345,EPR030345,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
31117,Factory1,K3,WL0263,M0289,低配-Lite,极地白-Y,2022-10-10,703,SOP,order1,op1,PR030346,EPR030346,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
31118,Factory1,K3,WL0263,M0289,低配-Lite,极地白-Y,2022-10-10,704,SOP,order1,op1,PR030347,EPR030347,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
