序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
26843,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,77,SOP,order1,op1,PR026074,EPR026074,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26844,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,78,SOP,order1,op1,PR026075,EPR026075,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26845,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,79,SOP,order1,op1,PR026076,EPR026076,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26846,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,80,SOP,order1,op1,PR026077,EPR026077,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26847,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,81,SOP,order1,op1,PR026078,EPR026078,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26848,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,82,SOP,order1,op1,PR026079,EPR026079,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26849,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,83,SOP,order1,op1,PR026080,EPR026080,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26850,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,84,SOP,order1,op1,PR026081,EPR026081,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26851,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,85,SOP,order1,op1,PR026082,EPR026082,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26852,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,86,SOP,order1,op1,PR026083,EPR026083,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26853,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,87,SOP,order1,op1,PR026084,EPR026084,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26854,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,88,SOP,order1,op1,PR026085,EPR026085,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26855,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,89,SOP,order1,op1,PR026086,EPR026086,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
26856,Factory1,K3,WL0083,M0098,低配-Lite,极速银-Y,2022-10-04,90,SOP,order1,op1,PR026087,EPR026087,排序,无天窗,CX31,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
