序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
6319,Factory1,K6,WL0008,M0015,中配,夜影黑,2022-09-07,956,SOP,order1,op1,PR006218,EPR006218,排序,天幕,CX13,浅灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6320,Factory1,K6,WL0008,M0015,中配,夜影黑,2022-09-07,957,SOP,order1,op1,PR006219,EPR006219,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6321,Factory1,K6,WL0008,M0015,中配,夜影黑,2022-09-07,958,SOP,order1,op1,PR006220,EPR006220,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6322,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,959,SOP,order1,op1,PR006221,EPR006221,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6323,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,960,SOP,order1,op1,PR006222,EPR006222,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6324,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,961,SOP,order1,op1,PR006223,EPR006223,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6325,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,962,SOP,order1,op1,PR006224,EPR006224,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6326,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,963,SOP,order1,op1,PR006225,EPR006225,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6327,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,964,SOP,order1,op1,PR006226,EPR006226,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6328,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,965,SOP,order1,op1,PR006227,EPR006227,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6329,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,966,SOP,order1,op1,PR006228,EPR006228,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6330,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,967,SOP,order1,op1,PR006229,EPR006229,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6331,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,968,SOP,order1,op1,PR006230,EPR006230,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6332,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,969,SOP,order1,op1,PR006231,EPR006231,排序,天幕,CX13,灰橙主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6333,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,970,SOP,order1,op1,PR006232,EPR006232,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6334,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,971,SOP,order1,op1,PR006233,EPR006233,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6335,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,972,SOP,order1,op1,PR006234,EPR006234,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6336,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,973,SOP,order1,op1,PR006235,EPR006235,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6337,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,974,SOP,order1,op1,PR006236,EPR006236,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6338,Factory1,K6,WL0008,M0015,中配,极地白,2022-09-07,975,SOP,order1,op1,PR006237,EPR006237,排序,天幕,CX13,黑灰主题,厂商A 58Ah(510)+厂商B(小)58.81kWh+150kW
6226,Factory1,K6,WL0008,M0079,高配科技,黑/冰玫粉,2022-09-07,863,SOP,order1,op1,PR006125,EPR006125,排序,天幕,CX27,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6227,Factory1,K6,WL0085,M0100,高配科技,黑/冰玫粉,2022-09-07,864,SOP,order1,op1,PR006126,EPR006126,排序,天幕,CX27,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6228,Factory1,K6,WL0008,M0079,高配科技,黑/冰玫粉,2022-09-07,865,SOP,order1,op1,PR006127,EPR006127,排序,天幕,CX27,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6229,Factory1,K6,WL0008,M0073,次高配科技,冰玫粉,2022-09-07,866,SOP,order1,op1,PR006128,EPR006128,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6230,Factory1,K6,WL0008,M0073,次高配科技,冰玫粉,2022-09-07,867,SOP,order1,op1,PR006129,EPR006129,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6231,Factory1,K6,WL0008,M0073,次高配科技,冰玫粉,2022-09-07,868,SOP,order1,op1,PR006130,EPR006130,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6232,Factory1,K6,WL0008,M0073,次高配科技,冰玫粉,2022-09-07,869,SOP,order1,op1,PR006131,EPR006131,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6233,Factory1,K6,WL0008,M0073,次高配科技,冰玫粉,2022-09-07,870,SOP,order1,op1,PR006132,EPR006132,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6234,Factory1,K6,WL0008,M0073,次高配科技,冰玫粉,2022-09-07,871,SOP,order1,op1,PR006133,EPR006133,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6235,Factory1,K6,WL0008,M0073,次高配科技,冰玫粉,2022-09-07,872,SOP,order1,op1,PR006134,EPR006134,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6236,Factory1,K6,WL0008,M0073,次高配科技,冰玫粉,2022-09-07,873,SOP,order1,op1,PR006135,EPR006135,排序,天幕,CX28,灰橙主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6237,Factory1,K6,WL0008,M0073,次高配科技,冰玫粉,2022-09-07,874,SOP,order1,op1,PR006136,EPR006136,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
6238,Factory1,K6,WL0008,M0073,次高配科技,冰玫粉,2022-09-07,875,SOP,order1,op1,PR006137,EPR006137,排序,天幕,CX28,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
