序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
25796,Factory1,K4,WL0137,M0156,低配-Lite,极地白,2022-09-30,67,SOP,order1,op1,PR025035,EPR025035,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
25797,Factory1,K4,WL0139,M0159,低配-Lite,极地白,2022-09-30,68,SOP,order1,op1,PR025036,EPR025036,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
25798,Factory1,K4,WL0139,M0159,低配-Lite,极地白,2022-09-30,69,SOP,order1,op1,PR025037,EPR025037,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
25799,Factory1,K4,WL0139,M0159,低配-Lite,极地白,2022-09-30,70,SOP,order1,op1,PR025038,EPR025038,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
25800,Factory1,K4,WL0139,M0159,低配-Lite,极地白,2022-09-30,71,SOP,order1,op1,PR025039,EPR025039,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
25801,Factory1,K4,WL0137,M0156,低配-Lite,极地白,2022-09-30,72,SOP,order1,op1,PR025040,EPR025040,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
25802,Factory1,K4,WL0139,M0159,低配-Lite,极地白,2022-09-30,73,SOP,order1,op1,PR025041,EPR025041,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
25803,Factory1,K4,WL0139,M0159,低配-Lite,极地白,2022-09-30,74,SOP,order1,op1,PR025042,EPR025042,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
25804,Factory1,K4,WL0137,M0156,低配-Lite,极地白,2022-09-30,75,SOP,order1,op1,PR025043,EPR025043,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
25805,Factory1,K4,WL0139,M0159,低配-Lite,极地白,2022-09-30,76,SOP,order1,op1,PR025044,EPR025044,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
25806,Factory1,K4,WL0139,M0159,低配-Lite,极地白,2022-09-30,77,SOP,order1,op1,PR025045,EPR025045,排序,整体式全景天窗,CX24,棕色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
