序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
29736,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,28,SOP,order1,op1,PR028965,EPR028965,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29737,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,29,SOP,order1,op1,PR028966,EPR028966,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29738,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,30,SOP,order1,op1,PR028967,EPR028967,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29739,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,31,SOP,order1,op1,PR028968,EPR028968,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29740,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,32,SOP,order1,op1,PR028969,EPR028969,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29950,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,242,SOP,order1,op1,PR029179,EPR029179,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29951,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,243,SOP,order1,op1,PR029180,EPR029180,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29952,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,244,SOP,order1,op1,PR029181,EPR029181,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29953,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,245,SOP,order1,op1,PR029182,EPR029182,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29954,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,246,SOP,order1,op1,PR029183,EPR029183,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29955,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,247,SOP,order1,op1,PR029184,EPR029184,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29956,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,248,SOP,order1,op1,PR029185,EPR029185,排序,天幕,CX18,浅灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29957,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,249,SOP,order1,op1,PR029186,EPR029186,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29958,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,250,SOP,order1,op1,PR029187,EPR029187,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29959,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,251,SOP,order1,op1,PR029188,EPR029188,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29960,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,252,SOP,order1,op1,PR029189,EPR029189,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29961,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,253,SOP,order1,op1,PR029190,EPR029190,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29962,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,254,SOP,order1,op1,PR029191,EPR029191,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29963,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,255,SOP,order1,op1,PR029192,EPR029192,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29981,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,273,SOP,order1,op1,PR029210,EPR029210,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29989,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,281,SOP,order1,op1,PR029218,EPR029218,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29992,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,284,SOP,order1,op1,PR029221,EPR029221,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29998,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,290,SOP,order1,op1,PR029227,EPR029227,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29999,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,291,SOP,order1,op1,PR029228,EPR029228,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30000,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,292,SOP,order1,op1,PR029229,EPR029229,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30001,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,293,SOP,order1,op1,PR029230,EPR029230,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
29741,Factory1,K6,WL0008,M0031,中配,黑/全息银,2022-10-07,33,SOP,order1,op1,PR028970,EPR028970,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30002,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,294,SOP,order1,op1,PR029231,EPR029231,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30003,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,295,SOP,order1,op1,PR029232,EPR029232,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30004,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,296,SOP,order1,op1,PR029233,EPR029233,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30005,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,297,SOP,order1,op1,PR029234,EPR029234,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30006,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,298,SOP,order1,op1,PR029235,EPR029235,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30007,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,299,SOP,order1,op1,PR029236,EPR029236,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30008,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,300,SOP,order1,op1,PR029237,EPR029237,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30009,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,301,SOP,order1,op1,PR029238,EPR029238,排序,天幕,CX18,黑灰主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
30010,Factory1,K6,WL0008,M0031,中配,全息银,2022-10-07,302,SOP,order1,op1,PR029239,EPR029239,排序,天幕,CX18,灰橙主题,厂商A 58Ah(510)+厂商B 58.81kWh+150kW
