序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
35765,Factory1,K2,WL0240,M0262,次高配,黑/极地白,2022-10-15,291,SOP,order1,op1,PR034961,EPR034961,排序,天幕,CX46,新角逐之夜,厂商A(磷酸铁锂)+厂商B 71.8kWh+165kW
35764,Factory1,K2,WL0240,M0270,标配七座版,黑/极地白,2022-10-15,290,SOP,order1,op1,PR034960,EPR034960,排序,天幕,CX32,新角逐之夜,厂商A+厂商B 80kWh+165kW
35772,Factory1,K2,WL0240,M0266,次高配科技,极速银,2022-10-15,298,SOP,order1,op1,PR034968,EPR034968,排序,天幕,CX33,新橙灰蜃影,厂商A+厂商B 80kWh+165kW
35773,Factory1,K2,WL0240,M0266,次高配科技,极速银,2022-10-15,299,SOP,order1,op1,PR034969,EPR034969,排序,天幕,CX33,新角逐之夜,厂商A+厂商B 80kWh+165kW
35774,Factory1,K2,WL0240,M0266,次高配科技,极速银,2022-10-15,300,SOP,order1,op1,PR034970,EPR034970,排序,天幕,CX33,新角逐之夜,厂商A+厂商B 80kWh+165kW
35775,Factory1,K2,WL0240,M0266,次高配科技,极速银,2022-10-15,301,SOP,order1,op1,PR034971,EPR034971,排序,天幕,CX33,新角逐之夜,厂商A+厂商B 80kWh+165kW
35499,Factory1,K2,WL0240,M0281,标配七座版,极速银,2022-10-15,25,SOP,order1,op1,PR034695,EPR034695,排序,天幕,CX39,新橙灰蜃影,厂商C+厂商B 69.9kWh+165kW（新）
35500,Factory1,K2,WL0240,M0281,标配七座版,星漫绿,2022-10-15,26,SOP,order1,op1,PR034696,EPR034696,排序,天幕,CX39,新角逐之夜,厂商C+厂商B 69.9kWh+165kW（新）
35792,Factory1,K2,WL0240,M0266,次高配科技,星漫绿,2022-10-15,318,SOP,order1,op1,PR034988,EPR034988,排序,天幕,CX33,本草纲目,厂商A+厂商B 80kWh+165kW
35793,Factory1,K2,WL0240,M0266,次高配科技,星漫绿,2022-10-15,319,SOP,order1,op1,PR034989,EPR034989,排序,天幕,CX33,新元气空间,厂商A+厂商B 80kWh+165kW
35794,Factory1,K2,WL0240,M0266,次高配科技,星漫绿,2022-10-15,320,SOP,order1,op1,PR034990,EPR034990,排序,天幕,CX33,新元气空间,厂商A+厂商B 80kWh+165kW
35795,Factory1,K2,WL0240,M0266,次高配科技,星漫绿,2022-10-15,321,SOP,order1,op1,PR034991,EPR034991,排序,天幕,CX33,新元气空间,厂商A+厂商B 80kWh+165kW
