序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
47629,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,1,SOP,order1,op1,PR046799,EPR046799,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47630,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,2,SOP,order1,op1,PR046800,EPR046800,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47631,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,3,SOP,order1,op1,PR046801,EPR046801,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47632,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,4,SOP,order1,op1,PR046802,EPR046802,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47633,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,5,SOP,order1,op1,PR046803,EPR046803,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47634,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,6,SOP,order1,op1,PR046804,EPR046804,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47635,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,7,SOP,order1,op1,PR046805,EPR046805,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47636,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,8,SOP,order1,op1,PR046806,EPR046806,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47637,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,9,SOP,order1,op1,PR046807,EPR046807,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47638,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,10,SOP,order1,op1,PR046808,EPR046808,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47639,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,11,SOP,order1,op1,PR046809,EPR046809,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
47640,Factory1,K4,WL0045,M0056,低配-Lite,极速银,2022-10-29,12,SOP,order1,op1,PR046810,EPR046810,排序,整体式全景天窗,CX24,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
