序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
18047,Factory1,K3,WL0003,M0004,次高配,极速银-Y,2022-09-21,50,SOP,order1,op1,PR017364,EPR017364,排序,天幕,CX04,灰黄街头,厂商A 218Ah（610）+厂商B76.8kWh+135kW
18048,Factory1,K3,WL0003,M0004,次高配,极速银-Y,2022-09-21,51,SOP,order1,op1,PR017365,EPR017365,排序,天幕,CX04,灰黄街头,厂商A 218Ah（610）+厂商B76.8kWh+135kW
18049,Factory1,K3,WL0003,M0004,次高配,极速银-Y,2022-09-21,52,SOP,order1,op1,PR017366,EPR017366,排序,天幕,CX04,灰黄街头,厂商A 218Ah（610）+厂商B76.8kWh+135kW
18050,Factory1,K3,WL0003,M0004,次高配,极速银-Y,2022-09-21,53,SOP,order1,op1,PR017367,EPR017367,排序,天幕,CX04,灰黄街头,厂商A 218Ah（610）+厂商B76.8kWh+135kW
18054,Factory1,K3,WL0003,M0004,次高配,极速银-Y,2022-09-21,57,SOP,order1,op1,PR017371,EPR017371,排序,天幕,CX04,灰黄街头,厂商A 218Ah（610）+厂商B76.8kWh+135kW
18046,Factory1,K3,WL0003,M0003,次高配,极速银-Y,2022-09-21,49,SOP,order1,op1,PR017363,EPR017363,排序,天幕,CX03,小逸奶茶,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
17999,Factory1,K3,WL0168,M0189,次高配,极地白-Y,2022-09-21,2,SOP,order1,op1,PR017316,EPR017316,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
18000,Factory1,K3,WL0168,M0189,次高配,极地白-Y,2022-09-21,3,SOP,order1,op1,PR017317,EPR017317,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
18001,Factory1,K3,WL0168,M0189,次高配,极地白-Y,2022-09-21,4,SOP,order1,op1,PR017318,EPR017318,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
18002,Factory1,K3,WL0168,M0189,次高配,极地白-Y,2022-09-21,5,SOP,order1,op1,PR017319,EPR017319,排序,天幕,CX03,灰黄街头,厂商D(磷酸铁锂）174Ah（500）+厂商E135kW
