序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
7151,Factory1,K5,WL0007,M0014,中配,全息银,2022-09-08,695,SOP,order1,op1,PR007044,EPR007044,排序,天幕,CX12,黑灰内饰,厂商A+厂商B 93.3kWh+180/180kW
7152,Factory1,K5,WL0007,M0014,中配,全息银,2022-09-08,696,SOP,order1,op1,PR007045,EPR007045,排序,天幕,CX12,黑灰内饰,厂商A+厂商B 93.3kWh+180/180kW
7153,Factory1,K5,WL0007,M0014,中配,全息银,2022-09-08,697,SOP,order1,op1,PR007046,EPR007046,排序,天幕,CX12,白色内饰,厂商A+厂商B 93.3kWh+180/180kW
7154,Factory1,K5,WL0007,M0014,中配,全息银,2022-09-08,698,SOP,order1,op1,PR007047,EPR007047,排序,天幕,CX12,棕色内饰,厂商A+厂商B 93.3kWh+180/180kW
7144,Factory1,K5,WL0007,M0013,低配,全息银,2022-09-08,688,SOP,order1,op1,PR007037,EPR007037,排序,天幕,CX11,白色内饰,厂商A+厂商B 93.3kWh+180kW
7145,Factory1,K5,WL0007,M0013,低配,全息银,2022-09-08,689,SOP,order1,op1,PR007038,EPR007038,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
7146,Factory1,K5,WL0093,M0108,低配,全息银,2022-09-08,690,SOP,order1,op1,PR007039,EPR007039,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
7147,Factory1,K5,WL0007,M0013,低配,全息银,2022-09-08,691,SOP,order1,op1,PR007040,EPR007040,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
7148,Factory1,K5,WL0007,M0013,低配,全息银,2022-09-08,692,SOP,order1,op1,PR007041,EPR007041,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
7149,Factory1,K5,WL0007,M0013,低配,全息银,2022-09-08,693,SOP,order1,op1,PR007042,EPR007042,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
7150,Factory1,K5,WL0007,M0013,低配,全息银,2022-09-08,694,SOP,order1,op1,PR007043,EPR007043,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
7140,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-08,684,SOP,order1,op1,PR007033,EPR007033,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
7141,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-08,685,SOP,order1,op1,PR007034,EPR007034,排序,天幕,CX11,白色内饰,厂商A+厂商B 93.3kWh+180kW
7142,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-08,686,SOP,order1,op1,PR007035,EPR007035,排序,天幕,CX11,棕色内饰,厂商A+厂商B 93.3kWh+180kW
7143,Factory1,K5,WL0007,M0013,低配,天际灰,2022-09-08,687,SOP,order1,op1,PR007036,EPR007036,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
7125,Factory1,K5,WL0007,M0013,低配,脉冲蓝,2022-09-08,669,SOP,order1,op1,PR007018,EPR007018,排序,天幕,CX11,黑灰内饰,厂商A+厂商B 93.3kWh+180kW
7126,Factory1,K5,WL0007,M0013,低配,脉冲蓝,2022-09-08,670,SOP,order1,op1,PR007019,EPR007019,排序,天幕,CX11,白色内饰,厂商A+厂商B 93.3kWh+180kW
