序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
50181,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-10-31,745,SOP,order1,op1,PR049351,EPR049351,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
50182,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-10-31,746,SOP,order1,op1,PR049352,EPR049352,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
50183,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-10-31,747,SOP,order1,op1,PR049353,EPR049353,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
50184,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-10-31,748,SOP,order1,op1,PR049354,EPR049354,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
50185,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-10-31,749,SOP,order1,op1,PR049355,EPR049355,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
50186,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-10-31,750,SOP,order1,op1,PR049356,EPR049356,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
50187,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-10-31,751,SOP,order1,op1,PR049357,EPR049357,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
50188,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-10-31,752,SOP,order1,op1,PR049358,EPR049358,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
50189,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-10-31,753,SOP,order1,op1,PR049359,EPR049359,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
50190,Factory1,K7,WL0102,M0118,网约车北方版,极地白,2022-10-31,754,SOP,order1,op1,PR049360,EPR049360,排序,无天窗,CX35,网约主题,厂商A58(580)+厂商B（小） 58.81kWh+100kW
