序号,工厂,车型,物料号,MTOC,车辆等级描述,外色描述,计划日期,每日顺序,阶段,订单类型,操作类型,生产订单号,生产订单号-ERP,订单状态,天窗,主车型代码,内饰描述,电池特征
49619,Factory1,K6,WL0008,M0079,高配科技,黑/全息银,2022-10-30,991,SOP,order1,op1,PR048789,EPR048789,排序,整体式全景天窗,CX27,黑灰主题,厂商C 58.5Ah(602)+厂商B69.94kWh+165kW
48976,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,348,SOP,order1,op1,PR048146,EPR048146,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48977,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,349,SOP,order1,op1,PR048147,EPR048147,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48978,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,350,SOP,order1,op1,PR048148,EPR048148,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48979,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,351,SOP,order1,op1,PR048149,EPR048149,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48980,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,352,SOP,order1,op1,PR048150,EPR048150,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48981,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,353,SOP,order1,op1,PR048151,EPR048151,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48982,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,354,SOP,order1,op1,PR048152,EPR048152,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48983,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,355,SOP,order1,op1,PR048153,EPR048153,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48984,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,356,SOP,order1,op1,PR048154,EPR048154,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48985,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,357,SOP,order1,op1,PR048155,EPR048155,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48986,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,358,SOP,order1,op1,PR048156,EPR048156,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48987,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,359,SOP,order1,op1,PR048157,EPR048157,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
48988,Factory1,K4,WL0335,M0365,低配-Lite,极地白,2022-10-30,360,SOP,order1,op1,PR048158,EPR048158,排序,整体式全景天窗,CX10,深色主题,厂商A LFP 177Ah（460）+厂商B(小) 60.038kWh+100kW(厂商FBMS)
